Knee_Angle,Hip_Variation,Ankle_Variation,Correct_Squat
128.66196666073935,1.5588536659636831,0.30723504371495625,1.0
98.14257167019973,0.9427511786924303,4.382728821038673,1.0
149.25649135002817,0.5683024956113852,1.936166914485482,1.0
120.78726049629374,19.484673093825023,16.152026106007888,0.0
113.4240681046225,1.9727182865934894,0.6065328351994487,1.0
129.08581741728167,0.9286962297670359,2.57186435554277,1.0
125.05904147061568,1.4387437565519372,1.6419633679379952,1.0
110.90733696884877,1.8132872376205493,1.266246223186363,1.0
98.31662930652256,3.3094033244441112,1.1710969433849545,1.0
135.01963285923108,3.0586159450871686,0.6888843004664591,1.0
126.21207678633144,2.8546078005898643,0.43015838370723813,1.0
142.25249259072245,0.3883423013133247,3.8376818098376253,1.0
135.1941447959199,2.5001001565722563,2.7636665125126254,1.0
128.08884464251418,4.1035748781492405,3.745752849397391,1.0
109.71722589776486,2.6257890126387764,0.022906907188737224,1.0
120.46076285151145,1.5034443088849925,3.1327168169337627,1.0
109.5889730035383,4.21902005628997,2.725280301194721,1.0
124.86176136367312,4.239658090154292,3.5906957724443895,1.0
110.90881007303658,1.7179779572308944,2.1154806338046654,1.0
91.99008397622879,1.994884340095251,4.294546408262291,1.0
139.91791866086385,2.376730625610687,1.1252205674831928,1.0
93.83965046584993,4.74240043670256,1.8134630486543513,1.0
123.43661572577345,4.734622996857134,2.4936792200764883,1.0
91.07560714229015,1.737738554889296,4.186267211376487,1.0
124.9700701403571,3.721969524760505,4.140694538911882,1.0
125.29635091823037,3.6369976901731778,0.9579874743556521,1.0
132.94321224841832,4.030624173278972,3.5871955363926404,1.0
145.42524673309498,4.593032334760822,4.743633963626533,1.0
142.45744967011848,3.692360403892186,0.6721748959870161,1.0
127.25464770118866,0.911357135880751,1.815198559544452,1.0
112.1913246817843,1.8602712937733505,4.418340187915182,1.0
138.03383398064722,1.4926629196847119,4.762668888123995,1.0
121.43793730494994,1.401547893345435,1.3114433680484567,1.0
97.95439585922247,4.430677458942282,3.4561873640409306,1.0
141.1185916321892,0.9558068832915928,4.289424563855421,1.0
115.28560411467001,1.6126975236378005,0.42370812504013755,1.0
142.42111847449888,1.0055887703365713,0.279328559116786,1.0
131.8598793101987,4.478548727175475,3.715005862476702,1.0
134.15094585081528,19.832335447504136,13.991430393532417,0.0
109.9003125805028,2.5424786853305386,4.021250223778192,1.0
121.13766155521449,2.357319864914935,3.818310470793813,1.0
128.4798278165174,0.2964362671510734,1.5872244563641908,1.0
144.51027749809347,3.9483251723455313,0.8978242222085969,1.0
100.81827801357959,1.3548528260721864,4.617231222138241,1.0
132.88629307242925,1.8605628420865044,4.869025464930602,1.0
126.77858047378771,2.7130278358044233,2.88960631440974,1.0
147.2561056352356,4.851781131428571,3.732011376776568,1.0
103.86292089314234,18.79068764561466,17.5006331353529,0.0
95.51218406634018,4.697080051095556,2.903385791695952,1.0
113.43526589713004,3.5914417927588946,1.0760021106519024,1.0
102.68213635867954,1.676640847121551,3.895530478644619,1.0
110.72625972314668,3.0284346069698693,4.442362132597576,1.0
142.81348325480468,4.014898940330564,1.9691862173588082,1.0
113.99151358233075,2.3345796437218027,1.022136865898624,1.0
144.26713290733807,4.831310630608071,1.0217272389190528,1.0
127.53628546164526,4.080344356899841,0.3616158982867629,1.0
127.97251043693655,0.16163077323798458,3.5878791193318587,1.0
128.74398649068706,1.3816877562811443,1.096185395496419,1.0
130.19421392025976,4.089952613640921,1.4822790712419343,1.0
106.76026492984514,0.6869969408041532,2.981936085428001,1.0
107.64875518260128,4.5042947180612325,4.335159990831855,1.0
92.46944191852637,4.624550395645237,3.437947598968394,1.0
138.429576122541,3.403476229556529,0.031563326262555313,1.0
106.18042097160678,4.930386870414787,0.6608824963728938,1.0
147.7149394321517,0.7241506010205218,0.2773235128330742,1.0
147.40497798747083,3.723680935416931,2.5234895189156434,1.0
101.78108103080585,0.9100847386328953,4.961898577904107,1.0
125.81356133870852,3.691137766975375,4.401537649455719,1.0
122.168334516698,3.196523503198674,1.683435792598937,1.0
121.79898654242231,3.1702149082616056,3.2840512895291516,1.0
105.76498470309984,3.7628574472481855,2.3616481847178807,1.0
112.2094120695012,2.790847242605306,0.0007327786660443758,1.0
117.59192282808662,1.1952606082534438,4.005048852751698,1.0
127.31588890323388,4.157024385333802,4.45877438100823,1.0
117.95733329092457,0.11550282325365868,3.051417987599796,1.0
144.26098940088008,4.741509255655772,0.22596040056627908,1.0
117.67875982520651,1.9982242938104395,1.8643191595577187,1.0
135.62178865404303,2.4028627608484636,2.703897494209765,1.0
149.17884150536187,3.014246455929298,0.039743360809571526,1.0
129.75786650402722,4.488688892146194,3.2490494345849745,1.0
124.35453969808398,4.783135525627021,1.5788715229991896,1.0
127.15023913749845,12.818235218630532,11.55630038324533,0.0
132.023782692509,1.396316731877163,1.529422561383504,1.0
135.47242323517543,2.427803556556967,4.4078174115664215,1.0
120.70283156696708,3.4534600860801823,4.982808045271318,1.0
119.03972121928882,4.651570878701624,4.708488197915221,1.0
99.59304441473606,2.633284988416537,0.032159376041906995,1.0
133.0843025288982,0.4339821476944511,3.306760286540824,1.0
129.3397982735001,1.2422349996228887,0.44055420463785966,1.0
110.9950215522277,1.9656109676391609,2.6550230408348003,1.0
131.54284719139866,2.184465314044714,2.188171941054697,1.0
134.1390790839149,1.6007375595162499,3.2547858090123643,1.0
